,address,zip,units,cost,year,city,state,DIST01,DIST02,DIST03,DIST04,DIST05,DIST06,DIST07,DIST08,DIST09,DIST10,DIST11,DIST12,DIST13,DIST14,DIST15,DIST16,DIST17,DIST18,DIST19,big_address,Address,LAT,LON
386,8000 DECKER LN,787240000,128,90095.5453125,2004,Austin,TX,G35,N14,L46,P01,CEJ,J01,S11,,,E12,,,,,,B05,ALL,ACC,,"8000 DECKER LN, Austin, TX, 787240000","8000 DECKER LN, Austin, TX, 787240000",30.305943,-97.61854
387,2704 RIO GRANDE ST,787050000,127,335748.031496,2006,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2704 RIO GRANDE ST, Austin, TX, 787050000","2704 RIO GRANDE ST, Austin, TX, 787050000",30.2929120686,-97.7442156442
388,300 LAMAR BLVD,787030000,127,328104.393701,2007,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"300 LAMAR BLVD, Austin, TX, 787030000","300 LAMAR BLVD, Austin, TX, 787030000",30.269205,-97.75516
389,300 LAMAR BLVD,787030000,127,328104.393701,2007,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"300 LAMAR BLVD, Austin, TX, 787030000","300 LAMAR BLVD, Austin, TX, 787030000",30.269205,-97.75516
390,300 LAMAR BLVD,787030000,127,328104.393701,2007,Austin,TX,G21,N14,L49,P03,C10,J03,S01,T45,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"300 LAMAR BLVD, Austin, TX, 787030000","300 LAMAR BLVD, Austin, TX, 787030000",30.269205,-97.75516
391,300 LAMAR BLVD,787030000,127,328104.393701,2007,Austin,TX,G21,N14,L49,P03,C10,J03,S01,T45,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"300 LAMAR BLVD, Austin, TX, 787030000","300 LAMAR BLVD, Austin, TX, 787030000",30.269205,-97.75516
392,5350 BURNET RD,787560000,127,298213.740157,2009,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B05,ALL,ACC,CA7,"5350 BURNET RD, Austin, TX, 787560000","5350 BURNET RD, Austin, TX, 787560000",30.327154,-97.73971
393,6600 ELM CREEK DR,787440000,127,11369.8,1998,Austin,TX,G35,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA2,"6600 ELM CREEK DR, Austin, TX, 787440000","6600 ELM CREEK DR, Austin, TX, 787440000",30.1871938343,-97.7632961568
394,2320 GRACY FARMS LN,787580000,126,251380.0,2003,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"2320 GRACY FARMS LN, Austin, TX, 787580000","2320 GRACY FARMS LN, Austin, TX, 787580000",30.40182,-97.70841
395,2819 FOSTER LN,787570000,126,314487.222222,1973,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B10,ALL,ACC,CA7,"2819 FOSTER LN, Austin, TX, 787570000","2819 FOSTER LN, Austin, TX, 787570000",30.357496,-97.7381
396,2906 MARTIN LUTHER KING JR BLVD,787020000,126,,,Austin,TX,G25,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B05,ALL,ACC,CA1,"2906 MARTIN LUTHER KING JR BLVD, Austin, TX, 787020000","2906 MARTIN LUTHER KING JR BLVD, Austin, TX, 787020000",30.281864,-97.708305
397,3100 ESPERANZA XING,787580000,126,,,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"3100 ESPERANZA XING, Austin, TX, 787580000","3100 ESPERANZA XING, Austin, TX, 787580000",30.39887,-97.72089
398,510 26TH ST,787050000,126,298807.865079,2012,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"510 26TH ST, Austin, TX, 787050000","510 26TH ST, Austin, TX, 787050000",30.29051,-97.742256
399,739 WILLIAM CANNON DR,787450000,126,187835.865079,1984,Austin,TX,G35,N21,L48,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA2,"739 WILLIAM CANNON DR, Austin, TX, 787450000","739 WILLIAM CANNON DR, Austin, TX, 787450000",30.197777252,-97.7896535902
400,200 CONGRESS AVE,787010000,125,29473.6,2008,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"200 CONGRESS AVE, Austin, TX, 787010000","200 CONGRESS AVE, Austin, TX, 787010000",30.264397,-97.74418
401,12610 RIATA TRACE PKWY,787270000,124,,,Austin,TX,G17,N14,L50,P02,C10,J02,S14,,,,,A01,,,,B10,ALL,ACC,CA6,"12610 RIATA TRACE PKWY, Austin, TX, 787270000","12610 RIATA TRACE PKWY, Austin, TX, 787270000",30.431707,-97.73912
402,3499 FM 620 RD,787380000,124,,,Austin,TX,G25,N24,L47,P03,C19,J03,S09,,,E06,Q06,,Q07,,,B10,ALL,,,"3499 FM 620 RD, Austin, TX, 787380000","3499 FM 620 RD, Austin, TX, 787380000",30.3965710678,-97.9321199833
403,507 PRESSLER ST,787030000,124,,,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"507 PRESSLER ST, Austin, TX, 787030000","507 PRESSLER ST, Austin, TX, 787030000",30.272858,-97.76075
404,6280 MC NEIL DR,787290000,124,237621.25,1998,Austin,TX,G17,N14,L50,P02,C10,J02,S14,,,,,A01,,,,B10,ALL,ACC,CA6,"6280 MC NEIL DR, Austin, TX, 787290000","6280 MC NEIL DR, Austin, TX, 787290000",30.4414688968,-97.7489721561
405,7701 RIALTO BLVD,787350000,124,261309.0,1999,Austin,TX,G21,N24,L47,P03,C10,J03,S01,T45,,,Q06,A01,Q10,R10,,B05,ALL,ACC,CA8,"7701 RIALTO BLVD, Austin, TX, 787350000","7701 RIALTO BLVD, Austin, TX, 787350000",30.25363,-97.87446
406,8900 IH 35,787530000,124,,,Austin,TX,G35,N14,L50,P01,C10,J01,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"8900 IH 35, Austin, TX, 787530000","8900 IH 35, Austin, TX, 787530000",30.3532491371,-97.6916172619
407,1831 WELLS BRANCH PKWY,787280000,122,226114.754098,1986,Austin,TX,G17,N14,L50,P02,CEJ,J02,S13,,M21,E02,,A01,,,L02,B10,ALL,,,"1831 WELLS BRANCH PKWY, Austin, TX, 787280000","1831 WELLS BRANCH PKWY, Austin, TX, 787280000",30.43461,-97.67833
408,3351 KILLINGSWORTH LN,786600000,122,91541.0,2017,Austin,TX,G10,N14,L46,P02,CEJ,J02,S13,,,E02,,A01,,,,B10,ALL,AC2,,"3351 KILLINGSWORTH LN, Austin, TX, 786600000","3351 KILLINGSWORTH LN, Austin, TX, 786600000",30.404686,-97.60508
409,911 21ST ST,787050000,122,,,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"911 21ST ST, Austin, TX, 787050000","911 21ST ST, Austin, TX, 787050000",30.284761,-97.74684
410,9401 1ST ST,787480000,122,140673.170492,2008,Austin,TX,G35,N25,L48,P04,C10,J03,S01,T46,,,Q00,A01,Q04,,,B05,ALL,ACC,CA5,"9401 1ST ST, Austin, TX, 787480000","9401 1ST ST, Austin, TX, 787480000",30.170942,-97.80106
411,16500 YELLOW SAGE,786600000,121,111413.22314,2001,Austin,TX,G17,N14,L46,P01,C04,J02,S13,,,E02,,,,,,B10,ALL,AC2,,"16500 YELLOW SAGE, Austin, TX, 786600000","16500 YELLOW SAGE, Austin, TX, 786600000",30.4531750966,-97.6381024842
412,2317 PLEASANT VALLEY RD,787410000,121,,,Austin,TX,G21,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2317 PLEASANT VALLEY RD, Austin, TX, 787410000","2317 PLEASANT VALLEY RD, Austin, TX, 787410000",30.230955,-97.72547
413,2809 WILLIAM CANNON DR,787450000,121,199313.507438,1986,Austin,TX,G21,N14,L48,P03,C10,J03,S01,T47,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"2809 WILLIAM CANNON DR, Austin, TX, 787450000","2809 WILLIAM CANNON DR, Austin, TX, 787450000",30.20773,-97.81721
414,5811 MESA DR,787310000,121,,,Austin,TX,G25,N14,L48,P02,C10,J05,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"5811 MESA DR, Austin, TX, 787310000","5811 MESA DR, Austin, TX, 787310000",30.3431,-97.77112
415,98 SAN JACINTO BLVD,787010000,121,1442049.20661,2010,Austin,TX,G21,N14,L51,P04,C10,J04,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"98 SAN JACINTO BLVD, Austin, TX, 787010000","98 SAN JACINTO BLVD, Austin, TX, 787010000",30.26267,-97.74212
416,1915 WELLS BRANCH PKWY,787280000,120,382131.706667,1984,Austin,TX,G17,N14,L50,P02,CEJ,J02,S13,,M21,E02,,A01,,,L02,B10,ALL,,,"1915 WELLS BRANCH PKWY, Austin, TX, 787280000","1915 WELLS BRANCH PKWY, Austin, TX, 787280000",30.434563,-97.67922
417,2510 LEON ST,787050000,120,303396.033333,2007,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2510 LEON ST, Austin, TX, 787050000","2510 LEON ST, Austin, TX, 787050000",30.290123,-97.74917
418,2914 AFTONSHIRE WAY,787480000,120,307811.0,1986,Austin,TX,G21,N14,L48,P03,C10,J03,S01,T47,M33,,Q00,A01,Q04,,,B05,ALL,ACC,CA5,"2914 AFTONSHIRE WAY, Austin, TX, 787480000","2914 AFTONSHIRE WAY, Austin, TX, 787480000",30.18025,-97.837074
419,8200 NEELY DR,787590000,120,,,Austin,TX,G10,N14,L48,P02,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"8200 NEELY DR, Austin, TX, 787590000","8200 NEELY DR, Austin, TX, 787590000",30.377396,-97.75848
420,9345 US 290 HWY,787240000,120,,,Austin,TX,G35,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B05,ALL,ACC,CA1,"9345 US 290 HWY, Austin, TX, 787240000","9345 US 290 HWY, Austin, TX, 787240000",30.329110605,-97.6419988535
421,10601 MANCHACA RD,787480000,119,223558.579832,2008,Austin,TX,G21,N14,L48,P04,C10,J03,S01,T47,,,Q00,A01,Q04,,,B05,ALL,ACC,CA5,"10601 MANCHACA RD, Austin, TX, 787480000","10601 MANCHACA RD, Austin, TX, 787480000",30.164804,-97.82919
422,2025 7TH ST,787020000,119,461008.403361,2014,Austin,TX,G35,N14,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2025 7TH ST, Austin, TX, 787020000","2025 7TH ST, Austin, TX, 787020000",30.26214,-97.72037
423,7624 TECOMA CIR,787350000,119,,,Austin,TX,G21,N24,L47,P03,CEJ,J03,S01,T45,M65,E03,Q06,,Q10,R10,,B05,ALL,ACC,,"7624 TECOMA CIR, Austin, TX, 787350000","7624 TECOMA CIR, Austin, TX, 787350000",30.260082,-97.861496
424,12612 LAMAR BLVD,787530000,118,277406.779661,2012,Austin,TX,G17,N14,L50,P01,C10,J02,S13,,,,,A01,,,,B10,ALL,ACC,CA7,"12612 LAMAR BLVD, Austin, TX, 787530000","12612 LAMAR BLVD, Austin, TX, 787530000",30.410177,-97.677925
425,210 27TH ST,787050000,118,401714.0,1997,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"210 27TH ST, Austin, TX, 787050000","210 27TH ST, Austin, TX, 787050000",30.291847,-97.73911
426,2425 RIVERSIDE DR,787410000,118,129697.483051,2000,Austin,TX,G21,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2425 RIVERSIDE DR, Austin, TX, 787410000","2425 RIVERSIDE DR, Austin, TX, 787410000",30.23927,-97.726364
427,2503 WHITIS AVE,787050000,118,,,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2503 WHITIS AVE, Austin, TX, 787050000","2503 WHITIS AVE, Austin, TX, 787050000",30.28879,-97.74033
428,2918 FM 620 RD,787340000,118,325998.0,1998,Austin,TX,G25,N24,L47,P03,CEJ,J02,S09,,,E06,Q06,,Q10,,L03,B10,ALL,,,"2918 FM 620 RD, Austin, TX, 787340000","2918 FM 620 RD, Austin, TX, 787340000",30.391084946,-97.9383873294
429,3101 DAVIS LN,787480000,118,261015.0,2013,Austin,TX,G21,N14,L48,P03,C10,J03,S01,T47,,,Q00,A01,Q04,,,B05,ALL,ACC,CA5,"3101 DAVIS LN, Austin, TX, 787480000","3101 DAVIS LN, Austin, TX, 787480000",30.191677,-97.83494
430,8405 OLD BEE CAVES RD,787350000,118,71940.6779661,2001,Austin,TX,G21,N24,L47,P03,C10,J03,S01,T47,,,Q06,A01,Q10,,,B05,ALL,ACC,CA8,"8405 OLD BEE CAVES RD, Austin, TX, 787350000","8405 OLD BEE CAVES RD, Austin, TX, 787350000",30.251738,-97.88715
431,2504 HUNTWICK DR,787410000,117,180888.888889,1985,Austin,TX,G21,N21,L51,P04,C10,J04,S02,D23,,,,A01,,,,B05,ALL,ACC,CA3,"2504 HUNTWICK DR, Austin, TX, 787410000","2504 HUNTWICK DR, Austin, TX, 787410000",30.225521,-97.726944
432,8000 US 290 HWY,787360000,117,381725.0,2018,Austin,TX,G21,N25,L47,P03,C10,J03,S01,T47,,,Q06,A01,Q10,,,B05,ALL,ACC,CA8,"8000 US 290 HWY, Austin, TX, 787360000","8000 US 290 HWY, Austin, TX, 787360000",30.3279959383,-97.6666666449
433,13005 HEINEMANN DR,787270000,116,179310.344828,1986,Austin,TX,G17,N14,L50,P02,C10,J02,S14,,,,,A01,,,,B10,ALL,ACC,CA6,"13005 HEINEMANN DR, Austin, TX, 787270000","13005 HEINEMANN DR, Austin, TX, 787270000",30.440212,-97.74485
434,2610 WHITIS AVE,787050000,116,,,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2610 WHITIS AVE, Austin, TX, 787050000","2610 WHITIS AVE, Austin, TX, 787050000",30.29051,-97.74019
435,4025 DUVAL RD,787590000,116,,,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"4025 DUVAL RD, Austin, TX, 787590000","4025 DUVAL RD, Austin, TX, 787590000",30.41169,-97.726814
436,500 RIVERSIDE DR,787040000,116,217919.0,1971,Austin,TX,G21,N14,L51,P04,C10,J04,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"500 RIVERSIDE DR, Austin, TX, 787040000","500 RIVERSIDE DR, Austin, TX, 787040000",30.252954111,-97.7429457666
437,507 23RD ST,787050000,116,,,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"507 23RD ST, Austin, TX, 787050000","507 23RD ST, Austin, TX, 787050000",30.286564,-97.74289
438,5106 LAMAR BLVD,787510000,116,124780.025862,1967,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B05,ALL,ACC,CA7,"5106 LAMAR BLVD, Austin, TX, 787510000","5106 LAMAR BLVD, Austin, TX, 787510000",30.318325,-97.731094
439,7330 BLUFF SPRINGS RD,787440000,116,507514.663793,2015,Austin,TX,G35,N21,L48,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA2,"7330 BLUFF SPRINGS RD, Austin, TX, 787440000","7330 BLUFF SPRINGS RD, Austin, TX, 787440000",30.1801,-97.76985
440,744 WILLIAM CANNON DR,787450000,116,283534.482759,1986,Austin,TX,G35,N21,L48,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA2,"744 WILLIAM CANNON DR, Austin, TX, 787450000","744 WILLIAM CANNON DR, Austin, TX, 787450000",30.191467,-97.77317
441,8100 MOPAC EXPY,787590000,116,164765.965517,1968,Austin,TX,G10,N14,L48,P02,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"8100 MOPAC EXPY, Austin, TX, 787590000","8100 MOPAC EXPY, Austin, TX, 787590000",30.364883,-97.74375
442,1201 GROVE BLVD,787410000,115,203086.0,2005,Austin,TX,G35,N21,L51,P04,C10,J04,S02,D22,,,,A01,,,,B05,ALL,ACC,CA3,"1201 GROVE BLVD, Austin, TX, 787410000","1201 GROVE BLVD, Austin, TX, 787410000",30.23099,-97.70623
443,2011 6TH ST,787020000,115,159962.66,2006,Austin,TX,G35,N14,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2011 6TH ST, Austin, TX, 787020000","2011 6TH ST, Austin, TX, 787020000",30.261152,-97.721
444,2215 RIO GRANDE ST,787050000,115,397573.913043,2013,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2215 RIO GRANDE ST, Austin, TX, 787050000","2215 RIO GRANDE ST, Austin, TX, 787050000",30.2865640408,-97.7447618125
445,404 RIO GRANDE ST,787010000,115,429339.130435,2003,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"404 RIO GRANDE ST, Austin, TX, 787010000","404 RIO GRANDE ST, Austin, TX, 787010000",30.2684802429,-97.7500830164
446,900 26TH ST,787050000,115,,,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"900 26TH ST, Austin, TX, 787050000","900 26TH ST, Austin, TX, 787050000",30.29078,-97.74607
447,9500 JOLLYVILLE RD,787590000,115,141278.33913,1982,Austin,TX,G10,N14,L48,P02,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"9500 JOLLYVILLE RD, Austin, TX, 787590000","9500 JOLLYVILLE RD, Austin, TX, 787590000",30.387123,-97.745705
448,105 51ST ST,787510000,114,241841.894737,2014,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"105 51ST ST, Austin, TX, 787510000","105 51ST ST, Austin, TX, 787510000",30.3160348931,-97.7240575475
449,12601 BEE CAVE PKWY,787380000,114,14879.5964912,2011,Austin,TX,G25,N24,L47,P03,C19,J03,S09,,,E06,Q06,,Q07,R12,,B10,ALL,,,"12601 BEE CAVE PKWY, Austin, TX, 787380000","12601 BEE CAVE PKWY, Austin, TX, 787380000",30.310194,-97.936554
450,1330 SHORE DISTRICT DR,787410000,114,,,Austin,TX,G35,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"1330 SHORE DISTRICT DR, Austin, TX, 787410000","1330 SHORE DISTRICT DR, Austin, TX, 787410000",30.243681,-97.72672
451,2302 WILLIAM CANNON DR,787440000,114,113692.982456,2001,Austin,TX,G35,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA2,"2302 WILLIAM CANNON DR, Austin, TX, 787440000","2302 WILLIAM CANNON DR, Austin, TX, 787440000",30.186935,-97.75995
452,2601 ESPERANZA XING,787580000,113,,,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"2601 ESPERANZA XING, Austin, TX, 787580000","2601 ESPERANZA XING, Austin, TX, 787580000",30.397608,-97.71764
453,305 21ST ST,787050000,113,292003.0,1984,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"305 21ST ST, Austin, TX, 787050000","305 21ST ST, Austin, TX, 787050000",30.2836541726,-97.740849852
454,3320 HARMON AVE,787050000,113,,,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"3320 HARMON AVE, Austin, TX, 787050000","3320 HARMON AVE, Austin, TX, 787050000",30.291449,-97.723274
455,4409 GAINES RANCH LOOP,787350000,113,,,Austin,TX,G21,N14,L48,P03,C10,J03,S01,T45,,,Q00,A01,Q05,,,B05,ALL,ACC,CA8,"4409 GAINES RANCH LOOP, Austin, TX, 787350000","4409 GAINES RANCH LOOP, Austin, TX, 787350000",30.24161,-97.8158
456,12001 METRIC BLVD,787580000,112,225410.714286,1986,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"12001 METRIC BLVD, Austin, TX, 787580000","12001 METRIC BLVD, Austin, TX, 787580000",30.401983,-97.70195
457,2529 RIO GRANDE ST,787050000,112,324261.0,1979,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2529 RIO GRANDE ST, Austin, TX, 787050000","2529 RIO GRANDE ST, Austin, TX, 787050000",30.2901277369,-97.744398287
458,3201 CENTURY PARK BLVD,787270000,112,,,Austin,TX,G17,N14,L50,P01,C10,J02,S14,,,,,A01,,,,B10,ALL,ACC,CA7,"3201 CENTURY PARK BLVD, Austin, TX, 787270000","3201 CENTURY PARK BLVD, Austin, TX, 787270000",30.435202,-97.698
459,6200 LOYOLA LN,787240000,112,111784.991071,2008,Austin,TX,G35,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B05,ALL,ACC,CA1,"6200 LOYOLA LN, Austin, TX, 787240000","6200 LOYOLA LN, Austin, TX, 787240000",30.301733,-97.65138
460,6407 SPRINGDALE RD,787230000,112,184785.714286,1985,Austin,TX,G25,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B05,ALL,ACC,CA1,"6407 SPRINGDALE RD, Austin, TX, 787230000","6407 SPRINGDALE RD, Austin, TX, 787230000",30.307379,-97.669624
461,85 TRINITY ST,787010000,112,261689.860714,1967,Austin,TX,G21,N14,L51,P04,C10,J04,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"85 TRINITY ST, Austin, TX, 787010000","85 TRINITY ST, Austin, TX, 787010000",30.26219,-97.74114
462,10306 MORADO CV,787590000,111,264333.333333,1994,Austin,TX,G10,N14,L49,P03,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"10306 MORADO CV, Austin, TX, 787590000","10306 MORADO CV, Austin, TX, 787590000",30.401773,-97.7529
463,11279 TAYLOR DRAPER LN,787590000,111,,,Austin,TX,G17,N14,L50,P03,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"11279 TAYLOR DRAPER LN, Austin, TX, 787590000","11279 TAYLOR DRAPER LN, Austin, TX, 787590000",30.411886,-97.75326
464,1600 ROYAL CREST DR,787410000,111,164900.720721,1970,Austin,TX,G35,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"1600 ROYAL CREST DR, Austin, TX, 787410000","1600 ROYAL CREST DR, Austin, TX, 787410000",30.239855,-97.73007
465,2201 WILLOW CREEK DR,787410000,111,142150.675676,1968,Austin,TX,G21,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2201 WILLOW CREEK DR, Austin, TX, 787410000","2201 WILLOW CREEK DR, Austin, TX, 787410000",30.230577,-97.73046
466,2515 ELMONT DR,787410000,111,,,Austin,TX,G35,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2515 ELMONT DR, Austin, TX, 787410000","2515 ELMONT DR, Austin, TX, 787410000",30.239275,-97.72057
467,422 RIVERSIDE DR,787040000,111,,,Austin,TX,G21,N14,L51,P03,C10,J04,S01,T45,,,Q00,A01,Q05,,,B05,ALL,ACC,CA9,"422 RIVERSIDE DR, Austin, TX, 787040000","422 RIVERSIDE DR, Austin, TX, 787040000",30.2592837072,-97.7489591139
468,8003 IH 35,787440000,111,,,Austin,TX,G35,N21,L48,P04,C10,J04,S01,T46,,,,A01,,,,B05,ALL,ACC,CA2,"8003 IH 35, Austin, TX, 787440000","8003 IH 35, Austin, TX, 787440000",30.177126684,-97.7788857792
469,11011 DOMAIN DR,787580000,110,,,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"11011 DOMAIN DR, Austin, TX, 787580000","11011 DOMAIN DR, Austin, TX, 787580000",30.396292,-97.72652
470,12340 ALAMEDA TRACE CIR,787270000,110,,,Austin,TX,G17,N14,L50,P02,C10,J02,S14,,,,,A01,,,,B10,ALL,ACC,CA6,"12340 ALAMEDA TRACE CIR, Austin, TX, 787270000","12340 ALAMEDA TRACE CIR, Austin, TX, 787270000",30.429834,-97.748146
471,701 28TH ST,787050000,110,,,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"701 28TH ST, Austin, TX, 787050000","701 28TH ST, Austin, TX, 787050000",30.293459,-97.74423
472,12370 ALAMEDA TRACE CIR,787270000,109,341729.807339,1999,Austin,TX,G17,N14,L50,P02,C10,J02,S14,,,,,A01,,,,B10,ALL,ACC,CA6,"12370 ALAMEDA TRACE CIR, Austin, TX, 787270000","12370 ALAMEDA TRACE CIR, Austin, TX, 787270000",30.429466,-97.748436
473,2121 DICKSON DR,787040000,109,144259.40367,1986,Austin,TX,G21,N14,L49,P03,C10,J03,S01,T45,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"2121 DICKSON DR, Austin, TX, 787040000","2121 DICKSON DR, Austin, TX, 787040000",30.245737,-97.78038
474,3501 1ST ST,787040000,109,182690.752294,1972,Austin,TX,G21,N14,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"3501 1ST ST, Austin, TX, 787040000","3501 1ST ST, Austin, TX, 787040000",30.232048,-97.76597
475,4510 GUADALUPE ST,787510000,109,52087.3743119,,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B05,ALL,ACC,CA9,"4510 GUADALUPE ST, Austin, TX, 787510000","4510 GUADALUPE ST, Austin, TX, 787510000",30.311357,-97.73265
476,12410 ALAMEDA TRACE CIR,787270000,108,504353.537037,1997,Austin,TX,G17,N14,L50,P02,C10,J02,S14,,,,,A01,,,,B10,ALL,ACC,CA6,"12410 ALAMEDA TRACE CIR, Austin, TX, 787270000","12410 ALAMEDA TRACE CIR, Austin, TX, 787270000",30.430338,-97.743904
477,1500 ROYAL CREST DR,787410000,108,184733.611111,1973,Austin,TX,G35,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"1500 ROYAL CREST DR, Austin, TX, 787410000","1500 ROYAL CREST DR, Austin, TX, 787410000",30.240826,-97.729576
478,1930 RUNDBERG LN,787580000,108,,,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"1930 RUNDBERG LN, Austin, TX, 787580000","1930 RUNDBERG LN, Austin, TX, 787580000",30.373087,-97.717735
479,2425 CROMWELL CIR,787410000,108,228222.222222,1986,Austin,TX,G21,N21,L51,P04,C10,J04,S02,D22,,,,A01,,,,B05,ALL,ACC,CA3,"2425 CROMWELL CIR, Austin, TX, 787410000","2425 CROMWELL CIR, Austin, TX, 787410000",30.225937,-97.71978
480,2450 WICKERSHAM LN,787410000,108,67.6,,Austin,TX,G21,N21,L51,P04,C10,J04,S02,D23,,,,A01,,,,B05,ALL,ACC,CA3,"2450 WICKERSHAM LN, Austin, TX, 787410000","2450 WICKERSHAM LN, Austin, TX, 787410000",30.225275,-97.724686
