STREET1,STREET2,Distance,Lat,Lon
SUNNY VALE ST,UPLAND DR,0.0780009551,,
FALLING LEAF LN,RED BUD RIDGE LN,0.0128519994,30.1901885,-97.7396349
CIRCLE HAVEN,MARIPOSA DR,0.0453960848,,
JUNIPER JUNCTION LN,NEEDLE NOOK CT,0.0141868685,30.1904384,-97.7402167
MAXWELL LN,TYBALT ST,0.0972794822,,
PARKER LN,TIMBER PASS,0.0236400818,30.2247746,-97.742094
BEN WHITE BLVD,DAFFODIL DR,0.07060676,,
ST ELMO RD,WOODBURY DR,0.0810353293,,
ALGARITA AVE,KENWOOD AVE,0.0111071201,30.2383777,-97.7437383
MISSION HILL CIR,MISSION HILL DR,0.0480946519,,
ALLEGHANY DR,MULFORD CV,0.042005424,,
KENTSHIRE CIR,OLTORF ST,0.0587026562,,
35 SVRD,TIMBER TRL,0.0995885971,,
DINSDALE LN,TRAMSON DR,0.0102131024,,
BEN WHITE BLVD,PAYLOAD PASS,0.0672198208,30.2196004,-97.7566173
CEDARGROVE DR,UNION CIR,0.0660574929,,
COLONIAL PARK BLVD,TERRY O LN,0.0582505859,30.2125354,-97.7608779
CLEESE DR,PARKER LN,0.0640757239,,
PALO BLANCO CT,SOUTHWEST DR,0.0675158512,,
COBBLER CV,UNION CIR,0.0736762431,,
CATALINA DR,METCALFE RD,0.0099045319,30.2230021,-97.7362578
BURLESON RD,TERRILANCE DR,0.0371005268,30.219252,-97.733672
BEVIN CV,NORTH HEARSEY DR,0.0995472137,,
COBBLER CV,REVERE RD,0.052622382,,
GLENDALE PL,LIVE OAK ST,0.0244111908,30.2364826,-97.7436212
SHARPER MEWS LN,TEAGLE DR,0.0116907585,,
GALEN CT,NUCKOLS CROSSING RD,0.0928291098,,
INDUSTRIAL BLVD,WILLOW SPRINGS RD,0.0130106992,30.2186576,-97.7619876
EAST SIDE DR,LONE OAK DR,0.0940991232,,
AGUA CALIENTE CV,SHADED COTTAGE CT,0.0693476766,,
BRASSIE ST,CADDIE ST,0.0283002996,30.2278911,-97.7033628
ARBOR PAVILION LN,MAGNOLIA MIST LN,0.0850983311,,
OLD EAST RIVERSIDE DR,UPLAND DR,0.0076206195,30.2453478,-97.7314186
FREIDRICH LN,PONCIANA DR,0.0189732525,30.2021054,-97.754629
ACORN CV,NUCKOLS CROSSING RD,0.0296681573,,
ARCILLA ST,SANTOS ST,0.0263433074,,
EAST SIDE DR,LONG BOW LN,0.0311014427,30.234013,-97.7500169
COPSE CT,LOBLOLLY LN,0.0630973395,,
REBEL RD,SHERWOOD LN,0.07854966,,
GRANADA DR,MATADOR DR,0.0515717982,,
ACORN CV,STASSNEY LN,0.0807973876,30.193626,-97.739698
PALMERA CV,PEPPERTREE PKWY,0.0305838433,30.1993164,-97.7521627
OLD CASTLE RD,SHERATON AVE,0.0444298515,30.2126142,-97.7622882
KULMALA LN,OBERON ST,0.0237774412,,
SWIFT PATH,WATERLOO SHORE LN,0.0160322113,30.2393715,-97.7186793
TIMBER BRUSH TRL,TIMBER PASS,0.0934171593,30.2262713,-97.7436354
FRANKLIN PARK DR,TABLE TOP TRL,0.0799013052,,
DEMETRIUS WAY,MOWBRAY ST,0.0971733713,,
ST ELMO RD,TERRY O LN,0.0512849076,30.2151093,-97.7591895
BOND DR,SAVILLE LOOP,0.0093653981,30.2270962,-97.7396076
SAVILLE LOOP,TEAGLE DR,0.0345977827,,
SAGER DR,TEAGLE DR,0.0369061263,,
NUCKOLS CROSSING RD,SHADED COTTAGE CT,0.0709105099,,
DOUGLAS ST,WILLOW CREEK DR,0.0439899795,,
DEADWOOD DR,PINE PL,0.0228580019,30.1972969,-97.7505772
PALO BLANCO CT,PINO LN,0.082331529,30.1921405,-97.7485564
CYPRESS BND,VIEWPOINT DR,0.0187121071,30.2002892,-97.7337146
OLTORF ST,TOWNESOUTH CIR,0.0312139597,,
DIRECTORS BLVD,FREIDRICH LN,0.0624437012,30.2122069,-97.7482662
CARLSON DR,TRAMSON DR,0.0431176007,,
ANN JENE CT,CLEMENTINE LN,0.0356290703,,
LILY TER,MARIGOLD TER,0.0806478366,,
PITHER LN,WARELY LN,0.0384706099,,
ENCINAL CV,HAMMERMILL RUN,0.0891905929,,
IDEA RD,RIVERSIDE DR,0.062142642,,
DEERFIELD DR,WOODLAND AVE,0.0467993802,,
PARKER LN,ROCKBRIDGE TER,0.0264771338,30.231191,-97.737612
CEDARGROVE DR,FRANKLIN PARK DR,0.0390745104,,
MONTAGUE ST,MOWBRAY ST,0.031267747,30.2185489,-97.6986051
BETTY JO DR,REAGAN TER,0.0385451127,30.244138,-97.73697
ALVIN DEVANE BLVD,OLTORF ST,0.0936579777,30.2190871,-97.7186138
COLONIAL PARK BLVD,SHERATON AVE,0.0296052199,,
MULFORD CV,ROYAL HILL DR,0.0269369928,30.2276087,-97.7426468
VILLAGE CV,VILLAGE WALK,0.0186089178,30.1959179,-97.7468049
LARCH TER,MONTOPOLIS DR,0.0657946017,30.2323043,-97.6987692
35 SVRD,BATTLE BEND BLVD,0.0158903988,,
CAPULET ST,MOWBRAY ST,0.0291944771,30.2191255,-97.6997203
KULMALA LN,MONTAGUE ST,0.0826675974,30.2181633,-97.6985143
COTTONWOOD ST,FENCE ROW,0.01376623,30.1970385,-97.7326649
OLD CASTLE RD,WINDLEDGE DR,0.0503570481,30.2100427,-97.7639241
ENCINAL CV,PALO VERDE DR,0.021522902,30.1927123,-97.7503561
CIRCLE HAVEN,MATAGORDA ST,0.0493302908,,
ALTA VISTA AVE,ROSEDALE TER,0.0190269533,30.2407819,-97.74484
CROMWELL CIR,KIRKSEY DR,0.0486060213,,
BLACKJACK CV,GEORGE ST,0.0288114858,,
ALLEGHANY DR,AUDUBON PL,0.0186478166,30.2293808,-97.7415266
FRIAR TUCK LN,NOTTINGHAM LN,0.0265376752,30.2338899,-97.7515985
PALO BLANCO LN,STASSNEY LN,0.007986684,30.1936306,-97.7497157
BEN WHITE BLVD SVRD,MISSION HILL DR,0.0666731194,,
BOND DR,TRAMSON DR,0.0230763743,30.2266587,-97.7399322
LIGHTSEY RD,WOODWARD ST,0.0946444338,30.2296425,-97.7602335
DOVE DR,ENCINAL CV,0.0699497168,,
MARIGOLD TER,PORTER ST,0.0998553125,,
DEADWOOD DR,SUGAR MAPLE CT,0.0390129006,,
SUNRIDGE DR,WICKERSHAM LN,0.0313664093,30.2201285,-97.7264157
COLORADO BLUFFS RD,VAIL RIDGE ST,0.0439558622,,
DINSDALE LN,STOCK DR,0.0267918695,30.225795,-97.7385002
BIGGS DR,METCALFE RD,0.0568610902,,
DROWSY WILLOW TRL,HIDDEN VALLEY TRL,0.0919635384,,
35,35 SVRD,0.0500834562,,
LIVE OAK ST,SAGE CREEK LOOP,0.0316424237,30.235976,-97.7430827
AFTON LN,ST ELMO RD,0.0217198062,30.203988,-97.7344552
KASPER ST,MONTOPOLIS DR,0.0520642417,30.2257163,-97.7029416
DINSDALE LN,SHARPER MEWS LN,0.0659390806,,
PALO BLANCO LN,VILLAGE CT,0.0298584089,30.191309,-97.7470072
REBEL RD,SANDRINGHAM CIR,0.031792607,,
JUNIPER JUNCTION LN,MAPLE MARSH CT,0.0556246591,,
MAGNOLIA MIST LN,NUCKOLS CROSSING RD,0.0425772811,,
OLTORF ST,WILLOW CREEK DR,0.0292748736,30.2297222,-97.7309913
RED BUD RIDGE LN,WALNUT GROVE CT,0.0875006105,,
LURLYNE CT,SOUTH HEARSEY DR,0.0387999746,,
GREENRIDGE TER,WITHAM LN,0.0833497942,,
35 SVRD,FAWN DR,0.0830450181,,
STOCK DR,TEAGLE DR,0.0261902942,30.2250325,-97.7389401
DOVE DR,KUMQUAT CT,0.031479607,,
MISSION HILL CIR,VENTURA DR,0.0689858795,30.216665,-97.735342
EAST SIDE DR,SANDRINGHAM CIR,0.0262438564,30.2377805,-97.7484075
ALTA VISTA AVE,BUCKINGHAM CIR,0.0370997512,,
PEPPERTREE PKWY,STASSNEY LN,0.0376605042,30.193564,-97.7524395
COFFEE CUP CV,TABLE TOP TRL,0.0236869809,,
ALLYSON CT,TERI RD,0.0442555792,30.1977604,-97.7457418
VILLAGE TRAIL CIR,VILLAGE WALK,0.055409105,30.1959825,-97.7457192
SOUTHWEST DR,VILLAGE LN,0.0241762532,30.1926597,-97.7461441
CLEESE DR,TRIPSHAW LN,0.0764679128,,
JACARANDA DR,PEPPERTREE PKWY,0.0996650382,,
CLUB TER,LILY TER,0.0911792242,,
SHERINGHAM DR,WICKERSHAM LN,0.0462528917,30.2297827,-97.7213376
BEN WHITE BLVD SVRD,WILLOW SPRINGS RD,0.0544323279,,
PEPPERTREE PKWY,VALLEY HIGH CIR,0.0152002483,30.1969961,-97.7529063
HAMMERMILL RUN,PINO LN,0.0426144223,,
INGLEWOOD ST,LUPINE LN,0.0308757291,,
PLEASANT VALLEY RD,SHERINGHAM DR,0.0015803453,30.2312814,-97.7254284
TERI RD,TWO IRON ST,0.023456186,30.1958336,-97.7420642
COLMENERO CIR,MISSION HILL DR,0.0936997179,,
BLACK GRANITE DR,COLORADO HIGH AVE,0.0307820907,,
CADDIE ST,LANGHAM ST,0.0442351296,,
DAFFODIL DR,GLADIOLA BLVD,0.0985746971,30.2117633,-97.7174419
BERGFIELD DR,SPRING MEADOW RD,0.0248390777,30.1956541,-97.7344353
CYPRESS BND,MAUFRAIS LN,0.0783278374,,
COCAO LN,PINE PL,0.0315953207,30.1980451,-97.7501031
FRANKLIN PARK DR,GOOD WOOD DR,0.086017901,,
EAST SIDE DR,LITTLE JOHN LN,0.0247776856,30.2318623,-97.7509092
COFFEE CUP CV,TWO IRON ST,0.08740051,,
BEN WHITE BLVD,WOODWARD ST,0.0326559261,30.2166168,-97.7440065
GLENDALE PL,SAGE CREEK LOOP,0.0447201514,,
MISSION HILL DR,SANTA MONICA DR,0.0828012366,,
VILLAGE PATH,VILLAGE WALK,0.0265869234,30.1959179,-97.7468049
CANDLETREE LN,PLEASANT VALLEY RD,0.0824332299,,
LYRA CIR,MELLOW HOLLOW DR,0.0884527192,,
BEN WHITE BLVD SVRD,CASEYBRIDGE CT,0.0192790136,,
SHARPER MEWS LN,TRAMSON DR,0.0888554258,,
MOWBRAY ST,TITANIA ST,0.0679328347,,
ELMONT DR,LAKESHORE BLVD,0.0326254504,,
CANAL ST,LAWRENCE ST,0.0308436158,,
COLONIAL PARK BLVD,WEIDEMAR LN,0.0740230989,30.2067173,-97.7615802
CANDLETREE LN,LEATHERLEAF TRL,0.0354326733,,
HERMIA ST,YELLOW JACKET LN,0.0992759469,,
MOWBRAY ST,TRAFTON CT,0.0801620624,,
MONTOPOLIS DR,RIVERSIDE DR,0.0209815126,30.2249851,-97.7033993
RIVERSIDE DR,THRASHER LN,0.0467895733,30.2234423,-97.6996734
BEN WHITE BLVD,UPHILL LN,0.0159290767,,
ANISE DR,POPPY SEED LN,0.0301164466,30.224767,-97.6917634
HICKORY DR,WALNUT GROVE CT,0.0233649025,30.1896541,-97.7370015
BURLESON RD,SANTA MONICA DR,0.0120869214,30.220547,-97.734072
BRIAR HILL DR,CROOKED LN,0.0246904127,30.2360597,-97.730231
SAGER DR,SAVILLE LOOP,0.0384324282,30.2251566,-97.7408959
NEEDLE NOOK CT,PARELL PATH,0.0908119615,,
IDEA RD,LAWRENCE ST,0.0291277705,30.2246758,-97.6981305
BEN WHITE BLVD SVRD,BRAESWOOD RD,0.0729582354,,
PINE PL,VILLAGE WALK,0.0785141721,31.7922221,-94.1772437
STASSNEY LN,WALNUT HOLLOW CV,0.0790387098,,
BUCKINGHAM CIR,EAST SIDE DR,0.0282629096,30.2377805,-97.7484075
BEN WHITE BLVD,ST ELMO RD,0.0107577453,,
PEPPERTREE CT,PEPPERTREE PKWY,0.0462803011,30.1943158,-97.7526213
PARKER LN,SYLVAN DR,0.0361447672,,
PALMERA CV,PEPPER LN,0.0954866099,30.1993164,-97.7521627
METCALFE RD,TRAMSON DR,0.0409814425,,
CAVEN RD,FLEMING CT,0.0631300913,30.2067989,-97.7290848
SPRING MEADOW RD,WALNUT HOLLOW CV,0.0778558393,,
CALADENDRA DR,MARIGOLD TER,0.0148335728,30.2310542,-97.7037577
BURLESON RD,OLTORF ST,0.0589323985,30.2317215,-97.7360657
COUNTRY CLUB RD,RIVERSIDE DR,0.0534014876,30.2274866,-97.7090694
TRAMSON DR,WITSOME LOOP,0.0840196081,,
NEWCASTLE DR,WEIDEMAR LN,0.077858569,,
BERTRAM CT,LYSANDER CT,0.0828263316,,
PLEASANT VALLEY RD,WICKERSHAM LN,0.0940033499,,
APPLE ORCHARD LN,NORTH HEARSEY DR,0.0347745189,30.199717,-97.7320347
STASSNEY LN,VILLAGE LN,0.0342040293,30.1938274,-97.7460362
CYPRESS BND,SPRING MEADOW RD,0.0247254616,30.1969833,-97.7357277
ELMONT DR,FESTIVAL PATH,0.0056305098,,
MEADOW CREST,TERI RD,0.0259343362,,
LANGHAM ST,MONTOPOLIS DR,0.0199172945,30.2264722,-97.7024675
AUTUMN BAY DR,BRECKENRIDGE DR,0.0829410161,30.198204,-97.698786
FAWN DR,PARKER LN,0.039362962,30.2359647,-97.7345932
35 SVRD,OLTORF ST,0.0273042602,,
ERIC CIR,UNION CIR,0.0272193263,,
ALLEGHANY DR,LITTLE VALLEY CV,0.0484813979,,
HYDE ST,WATERLOO SHORE LN,0.0219971815,,
TEAGLE DR,WARELY LN,0.0111210673,30.2254837,-97.7402818
OLTORF ST,SUNRIDGE DR,0.052009867,30.2231014,-97.7222958
BIGGS DR,CIRCLE CV,0.0429768354,31.3014356,-95.4658381
PONCIANA LOOP,SORRET TREE CT,0.0904050114,,
HARWAY CT,OLD CASTLE RD,0.0428246747,30.2118232,-97.7628018
COPPERBEND BLVD,ROCKING CHAIR RD,0.0458954985,30.1964151,-97.7406226
PINE PL,SAPOTE CT,0.0352239134,30.1946509,-97.7486798
BEN WHITE BLVD,SOUTH INDUSTRIAL DR,0.0859621094,30.2155572,-97.7400825
OLD EAST RIVERSIDE DR,RIVERSIDE DR,0.0070798291,30.2441156,-97.730042
ANN JENE CT,APPLE ORCHARD LN,0.0349574879,,
PARKER LN,TAYLOR GAINES ST,0.0219297856,30.2400656,-97.7318069
PITHER LN,TRIPSHAW LN,0.024095402,30.2261965,-97.7379116
BAYSIDE DR,COBBLER CV,0.0289935156,30.2001259,-97.7411036
PLEASANT VALLEY RD,ROCKING CHAIR RD,0.0392052036,,
CARLSON DR,DINSDALE LN,0.0766950367,,
CHINA BERRY RD,WALNUT GROVE DR,0.053002262,,
BUTTON BEND CIR,REVERE RD,0.033317002,,
35 SVRD,CIRCLE HAVEN,0.0658485251,,
BAHIA CIR,MATADOR DR,0.0467144771,,
BEGONIA TER,LARCH TER,0.0403302523,30.2335838,-97.7014882
CHAPARRAL TRL,STASSNEY LN,0.0135152625,30.1937605,-97.7472087
ATASCOSA DR,NUCKOLS CROSSING RD,0.060432861,30.1916747,-97.739863
FRIAR TUCK LN,LONG BOW LN,0.034049966,30.2344763,-97.7510538
LEATHERLEAF TRL,LIMEROCK HOLW,0.041227442,30.1903925,-97.7476437
BLACK GRANITE DR,RAZORS EDGE DR,0.0374056593,30.2028588,-97.6967338
SUMMER DR,WHITNEY WAY,0.0227857723,,
WOODLEIGH ST,WOODWARD ST,0.0303904431,30.2289569,-97.7587117
BEN WHITE BLVD,MISSION HILL DR,0.0200097818,,
ELMHURST DR,SUMMIT ST,0.0242764006,30.242987,-97.734359
VILLAGE CV,VILLAGE TRAIL CIR,0.0327794487,30.1959825,-97.7457192
FRANKLIN PARK DR,PEWTER LN,0.0805702844,,
STASSNEY LN,WOODLAND OAKS CT,0.0756963257,30.1940418,-97.7440678
NUCKOLS CROSSING RD,VIEWPOINT DR,0.0292813062,30.2004737,-97.7343175
ICON ST,SOUTHEAST DR,0.0925136932,,
BRADFORD PEAR LN,MAGNOLIA MIST LN,0.0237195011,30.1891561,-97.7390011
LIVE OAK ST,TRAVIS HEIGHTS BLVD,0.0657960727,30.2380059,-97.7452887
SANTA MONICA DR,VENTURA DR,0.0263169404,30.2175225,-97.7366963
COLONIAL PARK BLVD,WINDLEDGE DR,0.0318588295,30.2091791,-97.7621594
CARLSON DR,REEVES CIR,0.0521387354,,
COLONIAL PARK BLVD,SUSSEX DR,0.0806840085,30.20712,-97.762291
SAVILLE LOOP,TRIPSHAW LN,0.0395477497,,
GLEN SPRINGS WAY,PARKER LN,0.0199563234,30.2294438,-97.7389949
FAIRLAWN LN,GILLESPIE PL,0.0327051718,,
BROOK CREEK CV,PEACH GROVE RD,0.0289142489,,
KENWOOD AVE,LIVE OAK ST,0.0244669082,30.2372691,-97.7444545
KENTSHIRE CIR,SHERWOOD LN,0.041233468,,
BURLESON RD,CATALINA DR,0.0031051711,30.224111,-97.7348486
35 SVRD,TAYLOR GAINES ST,0.0676697214,,
ENCINAL CV,KUMQUAT CT,0.0534923531,,
CHINA BERRY RD,MEADOW CREST,0.023164307,30.1914689,-97.7323411
LITTLE JOHN LN,NOTTINGHAM LN,0.0908746914,,
BIGGS DR,PARKER LN,0.060723257,,
CLEESE DR,DINSDALE LN,0.0124249157,,
ENCINAL CV,PALO BLANCO LN,0.0285653366,30.192843,-97.749494
CARNATION TER,PORTER ST,0.0360872573,,
ALAMEDA DR,ALGARITA AVE,0.0155120359,30.2404926,-97.7462095
PARKER LN,TIMBER RIDGE DR,0.0102111485,30.2261991,-97.7412148
ELMONT DR,WATERLOO SHORE LN,0.0068344741,30.2386185,-97.7191077
CHELSEA LN,REAGAN TER,0.0265698022,30.2447493,-97.7378508
CABOB ST,PARELL PATH,0.0208005308,30.1917825,-97.7422867
ALLYSON CT,JOSHUA CT,0.031856849,,
CARSON RIDGE,MONTOPOLIS DR,0.0336012912,30.2206821,-97.706187
PARKER LN,SUNNY VALE ST,0.0810327822,,
AGUA CALIENTE CV,NUCKOLS CROSSING RD,0.0458201521,,
ACORN CV,TERI RD,0.0294416898,,
ALPINE AUTUMN DR,VAIL RIDGE ST,0.0340178809,30.199583,-97.699232
BEGONIA TER,LILY TER,0.0376022352,,
NEEDLE NOOK CT,WASSAIL ST,0.0738079358,,
PENICK DR,WHITNEY WAY,0.0440069462,,
FARO DR,SUMMER DR,0.0166456766,30.2319929,-97.7127256
COLMENERO CIR,MISSION HILL CIR,0.0302034887,,
FAIRMOUNT AVE,TRAVIS HEIGHTS BLVD,0.0220046208,30.2426739,-97.7425199
APPLE ORCHARD LN,COTTONWOOD ST,0.0282990555,30.199717,-97.7320347
AGUA CALIENTE CV,COPSE CT,0.0836481625,,
CATALINA DR,WICKSHIRE LN,0.0691887396,,
PINE PL,VILLAGE TRAIL CIR,0.0982853583,31.7922221,-94.1772437
COMMERCIAL CENTER DR,SOUTH INDUSTRIAL DR,0.0772790816,30.210213,-97.743528
CHINA BERRY RD,STASSNEY LN,0.0434981944,,
GILLESPIE PL,MARIPOSA DR,0.0358036825,,
BERGFIELD DR,CREST OAK RD,0.0303337441,,
DINSDALE LN,SAVILLE LOOP,0.041942005,,
MICHELLE CT,PALO BLANCO LN,0.0612849277,,
DEADWOOD DR,VILLAGE WALK,0.0802931943,,
HIDDEN VALLEY TRL,LITTLE CREEK TRL,0.0210653767,,
PARKER LN,TRIPSHAW LN,0.0721890784,,
CATALINA DR,MISSION HILL DR,0.030901582,30.2169771,-97.7386556
BLACKJACK CV,MESQUITE GROVE RD,0.0343773458,,
TRIPSHAW LN,WITSOME LOOP,0.0531848043,,
MESQUITE GROVE RD,WALNUT GROVE DR,0.0237140194,30.1919928,-97.7376485
NUCKOLS CROSSING RD,SPRING MEADOW RD,0.0369521545,30.1973906,-97.7362466
ANN JENE CT,PEACH GROVE RD,0.0823833487,,
BRIAR HILL DR,BURTON DR,0.0649123671,,
35 SVRD,ELMHURST DR,0.0436651498,,
ALPINE RD,CONGRESS AVE,0.0458250752,30.2280635,-97.7611778
BREEZE HOLW,PARKER LN,0.0331253166,,
RIVERSIDE DR,YELLOW JACKET LN,0.0446982957,30.2211351,-97.6949673
SOUTHWEST DR,VILLAGE CT,0.0279875439,30.1926597,-97.7461441
ACORN GROVE CT,LARK CREEK DR,0.0279585028,30.192965,-97.731258
CARNATION TER,MONTOPOLIS DR,0.0402256054,30.2307218,-97.699779
ALTA VISTA AVE,OLTORF ST,0.0240303829,30.2364038,-97.7472233
KANE ST,MAXWELL LN,0.0366119001,,
FENCE ROW,PEACH GROVE CT,0.0298529405,30.1959719,-97.7303959
CARLSON DR,ROYAL HILL DR,0.0819339726,,
ERIC CIR,FEDERAL CIR,0.07232351,,
FRANKLIN PARK DR,MICHELLE CT,0.0800311437,,
HAMMERMILL RUN,PALO VERDE DR,0.0866466193,,
GROVE BLVD,LILY TER,0.0766357422,,
BEN WHITE BLVD,TERRY O LN,0.0317756578,30.2190338,-97.7571217
BRASSIE ST,KASPER ST,0.0883605349,30.2263695,-97.7043262
JUNIPER JUNCTION LN,RED BUD RIDGE LN,0.0606139102,,
BRECKENRIDGE DR,RAZORS EDGE DR,0.0394295701,30.201815,-97.6955194
MONTOPOLIS DR,SANTOS ST,0.0371942882,30.2287733,-97.7010069
ARBOR ASH CT,MAGNOLIA MIST LN,0.0212751218,30.1893722,-97.739433
HERMIA ST,MONTAGUE ST,0.0653374974,,
ENCINAL CV,STASSNEY LN,0.0421145296,,
DOUGLAS ST,PRINCETON DR,0.0446857032,,
ELMHURST DR,TAYLOR GAINES ST,0.0345960445,30.2404478,-97.7327044
PEPPER LN,PONCIANA DR,0.0245899107,30.2007139,-97.7541922
COBBLER CV,FEDERAL CIR,0.0343395719,,
PEPPER LN,TERI RD,0.0144557857,30.2021281,-97.7523298
MICHELLE CT,VILLAGE WALK,0.0906684895,,
ELMHURST DR,LOMA DR,0.0908241033,,
BEN WHITE BLVD SVRD,MISSION HILL CIR,0.046027067,,
PARKINSON DR,REAGAN TER,0.0170927326,30.244713,-97.7371653
BURLESON RD,MATADOR DR,0.0386274774,,
BOGEY CT,GOOD WOOD DR,0.0823551158,,
DEERFIELD DR,MATAGORDA ST,0.0216698233,30.2386523,-97.7359787
SAVILLE LOOP,TRAMSON DR,0.0490195489,,
LEATHERLEAF TRL,PLEASANT VALLEY RD,0.0447147441,30.1893049,-97.7451779
CHAPARRAL TRL,PINE PL,0.0305604801,30.1951585,-97.7475631
CONESTOGA TRL,JACARANDA DR,0.0493928815,30.1946443,-97.7561448
SAVILLE LOOP,TIMBER PASS,0.0800462046,,
CANAL ST,CRUZ ST,0.0434363064,,
CRESTONE RD,OUTFITTER DR,0.0357403722,,
VILLAGE CV,VILLAGE TRL,0.0378566832,30.1959825,-97.7457192
GNARLED OAK CV,LARK CREEK DR,0.0243064773,30.1937178,-97.7318892
ERIC CIR,SCARSDALE DR,0.0336036515,,
BEN WHITE BLVD,MISSION HILL CIR,0.0165939552,,
ARBOR PAVILION LN,WALNUT GROVE DR,0.0582044118,,
LOBLOLLY LN,WALNUT GROVE DR,0.0548585058,,
STOCK DR,WARELY LN,0.0251050169,30.2248158,-97.7390541
TABLE TOP TRL,TERI RD,0.0569527766,30.1961166,-97.7426306
JUNIPER JUNCTION LN,NUCKOLS CROSSING RD,0.0050833926,,
PALMERA CV,PINE PL,0.0559240486,,
COLONIAL PARK BLVD,NEWCASTLE DR,0.0509167865,,
PEPPERTREE PKWY,TAMARISK CIR,0.0298529903,30.1950813,-97.7528756
DEERFIELD DR,PARKER LN,0.0496807598,30.2365696,-97.7341323
MONTAGUE ST,TYBALT ST,0.0389661946,,
CARLSON DR,TRIPSHAW LN,0.0120811436,,
BRADFORD PEAR LN,RED BUD RIDGE LN,0.0135654226,30.1895787,-97.7387324
LITTLE JOHN LN,LONG BOW LN,0.0285264245,30.2337303,-97.7490339
LAKESHORE BLVD,PLEASANT VALLEY RD,0.0604345079,30.2424912,-97.7172115
CAPULET ST,MONTAGUE ST,0.0315728074,,
FERRET PATH,GALEN CT,0.036972779,,
CARLSON DR,SAVILLE LOOP,0.0140896573,,
CONESTOGA TRL,SPOKE CT,0.0990639583,,
NORTH HEARSEY DR,VIEWPOINT DR,0.0358084331,,
35 SVRD,DIRECTORS BLVD,0.0856600762,,
METCALFE RD,REEVES CIR,0.0300235605,30.226288,-97.736816
ALLISON CV,SUNRIDGE DR,0.026464608,30.2212815,-97.7247573
PARKER LN,ROYAL HILL DR,0.028830044,30.2273781,-97.7404759
VILLAGE TRL,VILLAGE WALK,0.0182822923,30.1959825,-97.7457192
BEN WHITE BLVD SVRD,WOODWARD ST,0.0726822488,,
LIVE OAK ST,SCHRIBER ST,0.0259308063,30.2358068,-97.7428912
BETTY JO DR,PARKINSON DR,0.0633177862,,
CALADENDRA DR,CARNATION TER,0.0208293607,30.2318223,-97.7036809
COFFEE CUP CV,ROCKING CHAIR RD,0.0438973114,30.1967519,-97.7413292
BETTY JO DR,CHELSEA LN,0.0285236994,,
GLEN SPRINGS WAY,GREENFIELD PKWY,0.0978239409,,
REVERE RD,SCARSDALE DR,0.0269128421,30.2011605,-97.7432482
MERRITT DR,PEPPER LN,0.0223989598,30.2011205,-97.7527581
GENIVEIVE LN,PARKER LN,0.0973354212,,
CADDIE ST,MONTOPOLIS DR,0.0376389847,30.2272315,-97.7019861
LAGUNA DR,VENTURA DR,0.0852325995,,
ST ELMO RD,WITHAM LN,0.0534908739,,
CARNARVON LN,ST EDWARDS DR,0.0472672026,30.2331033,-97.7545318
BIRCH CREEK RD,LARK CREEK DR,0.03069488,30.1941422,-97.7329791
MARIPOSA DR,TRAVIS HEIGHTS BLVD,0.0191255435,30.240864,-97.743472
LOMA DR,LUPINE LN,0.0178385568,30.2434814,-97.7314328
HICKORY DR,MESQUITE GROVE RD,0.0254668081,30.1912019,-97.736018
CRANDOWER CT,RIVERSIDE DR,0.0508386712,,
CADIZ CIR,VENTURA DR,0.0420698915,,
CIRCLE CV,PARKER LN,0.0448224052,,
MAGNOLIA MIST LN,WASSAIL ST,0.0938559797,,
GRANADA DR,SANTA FE DR,0.0406566092,30.2205,-97.736783
FENCE ROW,NUCKOLS CROSSING RD,0.0757847721,,
ALLEGHANY DR,GLEN SPRINGS WAY,0.0743556868,,
OAK HEIGHTS DR,TAYLOR GAINES ST,0.0374994871,30.2405797,-97.7338086
ENCINAL CV,PEPPERTREE PKWY,0.0590040079,,
PARKER LN,SAGER DR,0.0667036802,,
CLUB TER,GROVE BLVD,0.0608521471,,
COPPERBEND BLVD,GOOD WOOD DR,0.0279773539,,
FRANKLIN PARK DR,SCARSDALE DR,0.0285451709,30.1991202,-97.7445208
PLEASANT VALLEY RD,VILLAGE CT,0.0352572285,30.1930976,-97.7445591
CANDLETREE LN,LIMEROCK HOLW,0.0822122537,,
BEN WHITE BLVD,BUSINESS CENTER DR,0.0895773443,,
DOVE CREEK CV,LARK CREEK CV,0.037722588,30.1944767,-97.7338181
BERYL OAK DR,STASSNEY LN,0.0454505975,30.1928865,-97.7381239
CLEESE DR,TEAGLE DR,0.0401868487,,
FALLING LEAF LN,LOBLOLLY LN,0.0196234386,30.1915903,-97.7387757
BEGONIA CIR,LARCH TER,0.0415656819,30.2335838,-97.7014882
RIVERSIDE DR,UPHILL LN,0.0140523208,30.2206669,-97.6942021
CARNATION TER,MARIGOLD TER,0.0384140947,,
OLTORF ST,ROCKBRIDGE TER,0.0695904875,,
ARBOR PAVILION LN,JUNIPER JUNCTION LN,0.023753421,30.190811,-97.7399883
HARWAY CT,SHERATON AVE,0.0455395887,,
BEN WHITE BLVD,WILLOWRUN DR,0.0769668091,,
PALO BLANCO CT,PALO BLANCO LN,0.0198425811,30.1924884,-97.7492142
GROVE BLVD,PALM CIR,0.0617051917,29.727042,-95.3835063
APPLE ORCHARD LN,LURLYNE CT,0.0866966325,,
